# dev weight-fit surface. fitted_on=dev fit_rhos=(0.95, 1.05) split=e7b5934392cd label_version=v8 sla_high=30.0 sla_med=120.0 sla_low=480.0 agents=5 service_mean=8.0min tickets_per_rep=1000 generated_by=run_system_eval.py
w_priority,w_sentiment,w_intent,alpha,rel_tardiness,high_mean_wait,low_p95_wait
0.0,0.25,0.75,4.0,0.014155538411821206,1.8469295666201837,276.6448383098545
0.0,0.25,0.75,8.0,0.013902368343694252,1.9884291551501623,268.0441481644595
0.0,0.25,0.75,16.0,0.012643468932014961,1.9114637334834643,258.6045347492556
0.0,0.3,0.7,0.0,0.019014799404628427,1.8483261619769948,320.04773113011635
0.0,0.3,0.7,0.5,0.01749429099483428,1.8178491150759057,306.50538329898023
0.0,0.3,0.7,1.0,0.016925365248863056,1.8586153101223288,298.19665999706393
0.0,0.3,0.7,2.0,0.01584594551730163,2.044146040368593,287.0585035291643
0.0,0.3,0.7,4.0,0.014685930512700549,2.0313658388521243,276.280878891984
0.0,0.3,0.7,8.0,0.013834206323287357,2.085084280242797,267.908176576214
0.0,0.3,0.7,16.0,0.013003341019236439,2.0876921958547814,256.67214827796465
0.0,0.35,0.65,0.0,0.0192232918544243,1.794611922081484,321.9732089514434
0.0,0.35,0.65,0.5,0.01766586534172193,1.8449162682530629,305.17215020377
0.0,0.35,0.65,1.0,0.01685812750408523,1.8763427706067344,297.3395611953557
